a_id,o_id
292,545
172,15
96,2765
310,133
1011,56
584,38
72,282
681,1420
598,6456
67,1
233,809
0,198
60,846
1697,585
1277,15
20,376
170,173
16,3607
375,116
13,721
218,177
308,51
24,2026
111,2170
137,141
1518,101
109,57
1512,4086
492,327
56,59
28,33
1188,921
0,514
332,367
445,72
1556,56
67,1462
118,5156
11,1327
174,3517
112,80
458,36
38,296
1,1049
250,194
960,477
5,578
487,0
46,1
14,2831
710,24
16,52
2,123
1381,3549
719,282
131,773
1266,3363
1348,1094
1587,7507
0,6452
37,5536
338,82
31,117
75,1037
1,162
381,1596
174,1715
158,2132
817,0
780,140
372,149
148,294
632,1
97,1674
26,3137
537,50
78,82
25,838
135,2213
57,341
142,606
3,936
473,3181
243,303
997,122
289,43
10,6875
9,5
30,3065
599,248
1263,81
103,969
66,65
13,582
398,0
38,27
19,4001
19,314
0,2866
5,371
501,260
65,8
28,180
14,451
23,371
85,4022
145,1
131,50
64,255
32,2761
236,356
164,2549
243,1536
26,38
164,104
1496,296
11,868
126,41
22,356
6,921
172,433
543,194
91,259
1,63
3,601
176,3
7,2349
2,2991
23,763
104,805
16,619
897,150
46,1255
228,206
101,88
380,1
5,4794
221,1027
366,84
223,437
544,6333
663,824
54,497
536,112
49,3799
19,11
0,2113
5,36
1861,703
359,6030
35,1057
76,127
44,1201
1,4490
85,135
260,5
16,2429
34,1258
1,1191
340,154
1707,4
22,2198
1285,1958
5,760
118,19
526,58
51,86
23,4
196,968
507,665
424,179
156,538
1376,925
714,28
59,321
6,712
1,456
0,3529
350,4710
291,3
0,1876
248,5233
359,4795
7,327
9,1034
620,900
106,14
82,3804
203,1432
242,638
25,28
1060,28
2,1448
163,170
1266,4541
202,1059
54,0
141,6603
1047,2099
24,467
1753,638
33,283
9,3113
18,3241
28,1562
9,1734
162,1540
984,7080
1896,4340
50,1469
161,40
223,318
6,336
779,7347
322,29
68,553
15,34
1,1648
5,425
510,1416
129,3397
17,3980
460,5532
32,136
71,41
2,1616
668,29
587,87
41,2891
88,7671
21,6482
17,6
1,665
22,2093
464,769
450,1324
14,725
1967,304
60,19
480,1815
1035,1933
307,1830
736,6388
92,380
22,450
979,29
619,2
68,260
340,737
174,249
144,316
1082,1218
6,2210
473,2644
153,2
18,4392
24,2173
111,791
7,56
300,70
33,2545
390,448
1611,2074
2,728
31,4638
78,119
48,6
350,3415
69,3033
465,163
54,159
370,224
90,5528
24,94
10,2001
677,2667
252,28
215,904
681,1308
2,2745
104,27
399,118
18,1667
242,185
9,232
302,871
48,578
184,2
2198,8
80,179
170,61
929,2644
43,1442
6,1834
8,447
543,1105
1594,133
674,1004
605,824
146,85
2241,1249
95,10
132,0
30,995
419,2972
1464,128
362,1654
184,7129
4,3788
278,139
1013,87
335,127
28,533
275,1248
224,200
2208,769
1132,2
871,127
744,1234
163,4
1505,1
31,5
795,3472
134,1594
17,1060
1,5380
117,6600
30,2381
64,796
1851,1
152,2779
495,287
6,510
5,6970
15,324
91,226
181,108
114,1
3,1080
24,1833
1403,631
533,360
8,2057
21,580
449,7592
115,7030
14,1847
1148,400
62,3
355,23
6,7050
645,0
38,107
8,42
17,428
236,48
280,1258
169,121
37,3741
64,3385
35,576
185,1075
290,2999
12,2052
469,3103
204,7728
556,5705
76,1155
2,314
373,27
179,846
1,2822
774,855
188,128
121,227
222,931
26,86
12,37
88,387
2018,3
330,448
46,508
408,185
0,6207
516,1119
414,2
300,4710
54,37
423,464
383,2711
10,183
80,4583
40,1102
314,257
519,122
150,763
134,28
194,811
258,856
318,472
6,6853
330,6878
80,93
6,373
575,1
230,6419
356,329
2,4339
86,54
713,776
1158,0
21,969
867,7292
985,392
681,6355
14,130
307,180
263,1249
69,658
36,1305
41,497
4,3
43,559
694,3818
47,28
796,2466
1744,0
104,2386
259,100
192,1
65,309
23,116
1704,573
16,494
595,2078
2,177
101,709
154,116
50,133
13,271
75,730
6,600
301,20
390,3091
59,2906
56,1277
562,5292
79,163
364,4679
780,198
7,1650
49,84
170,4248
127,663
630,3334
37,763
0,1988
1734,58
0,303
346,417
168,757
25,140
90,2206
26,4842
200,166
239,15
136,6639
151,7838
7,3661
16,4128
206,879
10,58
102,652
490,1526
33,395
21,666
5,1893
224,538
849,105
984,4861
231,3981
157,42
104,32
413,448
1406,2059
2045,100
959,117
122,588
843,1480
49,4234
237,7922
1900,4368
38,209
10,1662
1004,448
19,260
5,313
837,1052
14,9
1258,4195
83,550
9,655
122,0
27,2514
32,248
2,448
493,615
350,496
398,906
112,133
202,11
61,212
762,67
7,3518
144,128
17,150
1,521
132,1633
26,236
639,232
0,1043
83,98
106,833
2,4
228,764
64,373
463,375
2,6763
163,107
366,614
54,2660
135,241
1263,2505
144,332
109,1132
251,4526
87,4892
229,359
176,125
127,536
789,5
722,40
44,60
2194,141
307,1298
0,442
113,615
1828,141
23,4091
6,19
412,4062
1087,911
148,2204
815,712
63,87
33,0
21,559
18,4012
7,524
1,1405
866,325
127,3199
1,986
98,2398
169,28
26,447
5,686
184,5571
14,404
1976,28
191,772
2015,133
103,1528
156,2121
553,55
221,321
131,105
157,6424
64,4
394,3485
5,5725
69,5265
33,1416
1,390
24,545
1595,7816
26,115
427,1168
12,2
305,8
13,5103
6,5687
159,66
1390,1838
348,25
4,1853
1709,5079
267,37
45,232
1,66
469,1629
9,3095
402,614
1225,1560
157,240
692,3707
35,1368
0,53
81,1674
48,257
546,0
22,1909
43,6
15,500
3,1096
8,382
6,3152
19,94
5,95
388,105
194,392
62,1908
2097,23
4,40
67,6839
1,3693
66,865
179,2
1191,133
134,4343
20,1030
271,466
8,186
80,3204
1,855
19,538
517,359
5,531
163,4959
155,170
1393,858
620,1674
18,2122
3,4919
844,1209
4,1644
11,696
283,703
50,158
13,490
198,1658
22,24
68,462
31,218
116,466
79,206
923,636
637,560
49,47
358,51
1236,180
496,808
284,789
1565,879
78,61
99,782
124,715
1708,589
253,41
788,276
73,643
278,562
45,349
18,6463
158,4
59,3581
254,2177
100,307
725,800
788,5826
65,1488
2089,7062
90,152
251,6778
0,128
76,155
87,373
36,2005
6,261
26,5934
94,6318
8,489
100,887
199,125
985,56
14,50
8,3775
37,2035
41,1
1,1095
24,1504
144,165
17,169
19,679
68,2384
176,534
1040,1851
46,63
339,51
182,399
55,183
311,41
11,821
124,922
126,248
45,14
309,4289
15,842
1,232
898,150
93,770
24,311
139,38
12,296
30,1569
72,3
570,270
83,1925
67,264
30,156
35,1586
2013,1
113,634
461,0
249,1034
16,1445
20,1
17,5844
707,201
582,763
33,123
42,507
81,279
1243,41
30,344
8,4078
436,23
807,0
76,14
369,28
798,1449
18,147
532,361
94,446
66,135
156,5
1,1296
5,7705
981,95
2171,3070
70,726
1,1021
460,2870
90,7715
1021,7723
759,1571
724,294
19,7338
36,2588
131,12
96,1391
27,943
1032,8
121,41
709,360
395,6852
1,441
19,816
5,781
1739,0
547,402
252,1396
268,241
26,1779
6,5704
14,1104
11,2565
349,5299
55,8
2,948
4,1882
267,56
737,194
1465,5629
241,3123
6,871
465,391
68,36
54,115
511,1100
1,101
614,27
1211,23
261,460
16,693
0,42
906,2
44,3226
57,24
721,1
59,614
82,573
26,6212
218,13
271,5
100,41
253,3581
221,4531
1940,149
312,57
0,2059
5,122
26,875
184,5239
15,3785
247,59
180,240
9,968
1731,38
41,447
4,53
1152,257
1265,136
36,614
38,476
65,2278
17,87
1,842
2,5584
282,853
141,46
5,1171
163,3090
2,199
438,963
283,722
197,7828
700,1
22,125
63,1087
1355,2803
174,168
785,261
19,957
8,1142
10,556
49,2
97,286
708,298
119,3505
823,107
129,27
78,38
371,88
482,7712
6,7202
140,701
433,1677
418,3539
54,206
24,13
32,4645
8,946
121,1039
10,96
12,726
1778,1057
1520,817
21,352
5,1835
0,165
242,72
191,129
18,313
944,4452
698,311
110,51
80,2
6,286
359,880
820,198
15,100
1034,28
1534,643
1543,141
0,2182
26,766
28,0
405,4530
79,2907
157,1289
141,2180
800,88
27,2540
397,1818
454,249
165,2390
22,1313
1341,360
610,210
815,1
144,186
79,826
247,752
141,163
5,1048
69,129
16,19
2,90
23,2660
1492,2413
64,271
11,776
79,5205
68,1787
45,41
232,560
1,131
257,57
1285,1317
95,1875
116,66
1279,4633
153,1621
1363,42
166,1082
7,2
300,8
378,1204
0,500
509,2282
64,971
417,157
117,1070
1975,17
10,2416
574,4340
91,83
54,325
63,25
23,6395
289,52
74,1054
53,132
60,736
32,385
237,56
221,851
4,1007
834,10
82,807
112,4724
782,52
37,67
169,5916
288,423
18,880
131,19
120,6487
758,38
71,6857
13,43
1,604
1396,1491
26,57
178,332
35,301
97,100
14,1141
362,0
272,280
71,680
408,360
96,1664
19,6118
103,283
13,1775
534,51
223,982
22,263
82,18
45,158
799,53
1,24
310,2
43,2257
3,694
10,198
176,34
41,4380
125,1
214,7174
21,454
39,1725
0,79
376,1412
546,214
327,747
480,3422
57,3
20,241
17,5476
29,125
114,71
8,680
74,3822
17,558
19,40
132,265
5,5
1391,3061
6,4853
1229,38
60,635
9,979
1026,3140
32,28
520,1557
887,23
53,5187
762,1480
142,192
439,1234
10,1374
70,870
363,232
2234,0
26,456
173,2835
8,3514
224,449
72,2849
198,85
4,406
527,538
695,1360
1251,492
17,6217
22,86
25,2078
43,1829
0,4120
31,780
658,550
19,928
8,1115
1718,1187
139,359
125,338
69,6406
634,712
46,314
1203,2051
1025,5323
182,138
2,804
1231,133
576,321
54,3385
13,1636
253,127
2,1419
495,38
133,623
172,11
430,695
3,803
21,331
7,872
104,911
1072,94
461,261
318,406
87,335
454,726
2,1999
57,136
225,962
248,1309
359,847
13,717
10,2154
15,3
77,710
12,1143
379,2018
1686,1633
67,2276
118,269
275,1720
0,518
203,1
5,2671
39,671
44,1035
9,856
35,2532
32,151
5,3268
1,3504
463,864
52,713
147,1379
732,734
1665,1766
549,1
143,976
16,7757
1,5932
46,5
16,40
264,4223
2,119
25,270
103,125
13,341
163,440
6,550
172,314
363,7841
328,87
0,1934
5,1767
1643,7354
95,2740
37,1238
182,1
4,1117
56,4488
779,81
163,1012
391,668
806,709
10,2032
12,678
20,5284
858,143
512,1
468,1239
14,1931
636,8
69,921
135,2405
170,28
27,445
105,737
38,31
163,5830
15,1641
312,820
65,12
8,3348
1901,6097
60,257
353,265
83,736
1,4349
657,209
124,1688
719,3639
424,76
601,396
50,442
13,6
89,672
19,2401
259,7163
47,347
15,1069
30,6947
3,129
457,2377
26,34
268,43
0,1245
27,3032
16,163
55,194
1002,7954
472,6457
1346,643
1113,692
509,187
308,1082
96,0
6,925
84,545
910,3271
1,51
326,674
808,1725
7,146
1786,5474
16,623
0,100
95,2873
18,1941
242,907
508,3474
212,1239
341,565
95,4242
1745,615
10,4781
904,2357
20,222
91,195
350,2840
33,206
19,15
5,32
430,2307
67,4091
58,1422
562,1050
45,3676
39,3050
682,87
126,832
352,909
11,7165
8,201
1262,149
1670,140
363,271
222,70
1575,1
602,672
23,0
205,1437
1,4170
67,1168
16,338
369,3496
4,435
515,86
662,10
5,1309
7,323
337,453
263,2005
100,4625
41,765
6,7256
2189,1725
290,196
110,573
152,2505
1311,169
54,4
878,4361
10,86
67,2767
72,483
111,66
67,40
76,298
797,119
1477,757
285,131
68,533
91,860
1,1652
43,2605
185,2283
190,0
221,4574
492,344
42,27
5,405
49,1261
194,462
30,632
0,571
203,100
189,201
136,43
445,63
286,3197
85,8
378,2
69,2280
112,41
1080,56
324,1750
25,4271
225,2219
74,76
540,1621
97,165
37,6909
2,144
1526,183
552,3831
117,219
116,20
577,526
2,6049
118,1454
395,65
1084,59
35,38
26,1427
606,3015
23,601
35,1603
567,28
0,270
48,58
2062,0
357,0
63,3509
110,328
6,135
172,155
4,4267
22,5428
24,3645
185,81
1315,1985
6,5556
101,2265
512,38
4,1470
1,4820
1187,975
230,3410
569,36
26,4225
20,500
4,785
22,1102
43,829
52,5
294,78
8,419
41,5077
5,282
67,1098
149,1164
64,232
161,1026
511,36
22,785
64,6968
84,74
128,740
1,618
824,7681
0,2711
5,990
351,604
1769,1046
37,461
110,3553
46,117
429,19
5,3624
145,612
281,36
109,4408
27,600
509,150
104,7709
38,3960
1221,449
31,1
1,214
257,76
176,28
78,7131
7,169
1665,703
27,2619
2033,6781
5,2284
145,1184
152,68
143,6258
802,2
6,498
299,4
206,6533
63,116
10,1856
252,403
334,4669
5,203
1243,19
85,2633
143,93
717,840
71,1642
355,27
117,573
668,163
218,432
75,25
1182,1688
114,705
140,2287
13,2167
606,4890
250,1
139,3304
222,107
169,125
759,128
120,1217
330,8
60,241
62,579
230,2837
82,1300
424,3639
1274,29
596,1
19,874
3,273
8,1413
26,82
120,24
429,392
1886,30
295,547
1,2502
6,813
455,2929
283,1448
1,1955
336,2058
201,2191
1808,141
11,2059
148,1720
309,22
132,2245
191,86
124,27
380,141
1005,382
57,86
1505,1630
80,81
22,1812
6,361
29,8
1560,316
49,6078
25,3897
75,342
2202,8
31,3107
19,127
0,2293
97,1079
65,205
22,4197
148,1276
5,2581
1423,1861
265,364
4,15
715,5085
34,1110
527,253
142,149
202,128
165,28
38,282
98,81
407,51
384,1848
163,4988
509,5090
7,1194
141,116
35,497
74,41
1824,27
187,282
456,3106
72,2198
302,57
1796,81
32,557
26,3679
2,141
140,3
22,59
188,791
0,4269
799,273
15,806
54,840
153,41
105,2060
49,72
215,447
291,407
187,198
9,1950
927,2
530,911
15,6913
18,6430
91,0
868,840
100,466
10,38
923,921
7,2098
358,542
4,4272
200,3920
2,2734
157,38
3,5804
0,879
378,446
137,5074
23,2342
1562,733
152,3472
4,2193
398,82
1569,335
331,93
131,4986
473,2384
95,29
169,155
28,74
194,382
17,2219
805,270
122,12
32,252
145,51
27,51
143,5601
377,43
148,699
26,1871
25,7185
286,585
3,4993
2,0
221,140
35,3632
89,810
179,680
110,764
94,1281
59,78
30,5070
633,165
6,2102
10,361
17,1075
508,318
114,2297
81,180
337,194
7,68
104,723
453,5268
35,1491
14,1760
0,446
491,1337
2,580
9,416
11,286
193,3287
6,23
617,36
1329,6679
181,19
1198,3868
523,5383
37,2827
939,88
0,1018
521,136
583,702
622,32
274,8
36,1151
3,6767
75,124
354,173
395,1113
861,730
169,0
17,1824
9,2947
14,408
233,1161
0,1318
92,1236
207,7246
1208,138
34,7389
295,1018
4,485
6,7754
373,2
1332,299
22,129
137,1325
197,101
1214,1454
1,410
19,849
71,4004
10,600
26,127
1188,313
16,200
129,495
589,3293
1688,2583
186,1988
557,56
336,708
43,446
5,6898
49,2517
1,70
2167,1947
1700,1
455,1626
148,2
849,139
60,1017
103,737
57,57
80,118
6,386
336,0
50,3858
54,414
935,3
63,452
5,91
143,461
166,38
60,573
99,1
104,1781
94,260
4,20
133,328
22,1461
320,321
38,511
8,190
543,1366
31,642
490,672
667,410
1469,1
103,1641
415,257
2,166
11,700
150,4777
1705,1616
75,565
22,28
61,506
198,3301
301,43
31,198
19,986
24,688
12,177
708,265
263,0
280,3600
606,616
491,739
862,1014
78,1
48,116
546,495
138,506
924,1229
569,566
239,246
1,2422
1771,5372
81,5249
1140,42
10,3
162,198
0,132
4,1504
539,1149
32,277
848,87
80,225
13,531
195,688
294,4
423,992
137,207
134,2177
86,186
123,50
602,1833
26,721
1776,889
352,4183
384,7927
113,329
32,209
23,2241
645,257
131,135
38,362
61,203
76,4612
84,28
70,27
1119,20
164,2432
53,2611
113,2408
411,469
97,8
23,224
16,114
1231,396
177,1
4,3126
487,6140
45,10
1,236
921,51
33,563
1121,28
646,687
21,82
23,676
671,8
101,2672
13,7866
55,375
23,1097
332,984
78,140
52,5280
87,70
343,56
36,1664
20,13
1362,0
352,1621
6,40
100,1551
68,881
197,659
95,1396
10,1974
340,3729
33,127
12,872
95,745
14,1857
154,2693
678,728
143,103
76,10
64,1430
455,4622
378,302
1289,2466
36,1092
1180,425
463,619
686,1018
1205,10
66,131
2103,44
1,1300
169,43
259,425
26,420
1818,5677
88,917
1545,135
37,100
807,576
203,324
4,258
75,2162
758,1
48,1682
451,1027
147,1062
315,1900
3,1918
100,1338
504,163
107,14
1601,138
167,3432
12,27
291,84
0,1159
376,76
67,573
48,222
126,107
89,858
442,42
6,859
188,538
746,28
1,121
260,4121
441,227
17,2600
30,15
27,3534
987,56
991,1420
99,552
191,24
367,5523
57,28
131,3941
477,3323
4,765
1159,105
37,4139
271,1
1361,70
369,141
521,24
133,6691
32,59
667,4923
18,2
43,733
53,5284
151,147
8,131
90,4344
1025,1174
264,365
354,29
968,3629
316,48
16,412
966,30
119,1490
947,383
36,38
7,4826
260,1138
45,944
796,2868
183,38
254,73
9,1092
376,215
0,381
253,0
417,260
751,257
20,999
91,474
257,364
485,206
185,2
510,659
79,1934
680,2512
134,197
7,841
2,3403
1855,2689
133,4
677,583
859,364
1,1458
6,1913
176,3768
1488,43
251,314
13,6669
145,105
165,2386
117,349
27,77
691,482
216,2
22,832
1174,2933
40,2564
109,602
40,127
1527,270
26,190
727,1018
5,1028
13,4652
16,23
55,174
2,86
438,850
221,66
134,6488
50,874
661,1722
59,24
22,396
82,155
10,2872
31,86
822,359
1,135
220,13
570,2000
10,351
7,1685
7,126
300,4
1,5577
72,1671
0,456
613,260
334,223
101,240
48,452
11,200
177,672
10,4825
110,262
2,1249
4,3479
43,187
6,77
195,4
734,1519
8,545
1660,7068
33,82
494,131
140,5034
166,1530
35,1113
2051,150
436,56
844,141
55,982
327,2637
9,42
30,3036
29,3011
45,1965
331,0
506,38
69,7396
95,72
21,1205
5,336
169,206
213,2625
359,421
6,2975
40,490
24,1007
111,3201
26,5
319,1688
653,104
141,340
111,538
148,528
67,576
948,1279
911,2037
118,5714
25,116
43,7480
470,766
149,27
59,917
45,154
905,1097
211,718
0,5069
1,28
241,695
333,159
206,87
1571,401
10,194
134,1540
176,38
130,1311
72,1586
0,67
338,4382
71,1256
498,0
152,446
214,332
79,4638
147,133
56,3458
1923,4131
77,845
1382,294
1006,58
19,44
5,1
14,241
1033,271
32,16
237,425
4,94
301,3256
38,437
249,7463
739,8
10,1370
667,468
4,7311
35,542
752,28
18,2172
60,187
9,1427
16,433
364,353
424,150
4,402
1,3323
818,122
184,1058
36,3
827,776
75,623
1553,302
889,55
158,634
7,3162
152,4551
93,95
132,1421
79,28
49,25
49,1926
823,2
129,50
2,800
110,2881
11,50
325,1890
1,2316
45,271
543,16
347,107
204,3760
1038,893
157,2610
476,1296
275,359
464,92
53,38
0,222
105,7846
44,1475
1217,927
191,104
214,219
71,7878
81,3230
751,928
80,27
15,15
626,10
511,540
116,1267
103,4554
42,250
192,643
0,538
934,61
18,2351
23,1782
904,96
376,1999
964,3248
29,2221
4,193
27,96
5,5797
1,1041
151,3
100,761
98,2746
259,162
49,714
721,4864
88,144
9,1304
46,9
1254,605
168,375
1155,2846
640,7173
1266,4235
31,125
1,186
1472,205
89,3789
93,1465
629,932
597,7717
138,87
85,710
1289,6060
6,102
202,1525
54,370
109,2045
101,7072
8,518
333,393
163,5262
164,1381
185,114
104,126
9,2448
43,5121
1671,2013
32,378
92,7210
170,24
13,638
2090,7063
716,3
38,19
213,23
2093,93
667,382
26,618
388,373
65,0
729,41
67,3790
35,760
307,127
58,1211
369,906
17,3806
9,713
122,66
193,3976
16,1755
71,383
327,1809
2,386
73,1778
329,2648
424,48
13,2
269,920
91,1522
59,460
3,133
296,921
10,747
1264,94
72,928
162,574
60,1857
6,5754
2,966
1,2474
82,43
31,486
112,1066
1,55
6,2556
24,336
8,885
319,315
42,604
44,2
337,8
300,404
120,360
16,1486
253,261
18,7796
4,551
1,2070
6,477
20,1661
38,962
106,4289
831,3
356,225
115,4862
996,5213
3,3574
683,8
29,7305
5,44
616,53
102,1120
1019,1
18,56
403,654
48,1083
193,38
455,307
644,58
0,1504
1160,88
44,749
23,28
263,1549
9,630
54,4186
24,4505
4,447
50,45
396,1
253,530
7,4748
188,163
470,2633
211,2
26,7013
1402,5220
197,59
533,1293
74,2530
372,55
139,382
0,1836
13,4913
2006,583
197,3573
159,0
92,37
129,469
346,6300
385,2600
251,2857
68,93
73,6989
1098,2078
112,1189
663,3242
38,701
10,82
25,5947
59,5195
146,530
67,44
30,416
46,991
113,862
81,1748
242,58
11,469
13,1087
470,42
1927,2
80,48
32,2159
1101,133
350,2187
4,2061
1186,133
19,156
678,2589
0,2260
569,4645
872,202
72,1118
35,850
565,233
0,575
396,5290
166,2571
73,1448
163,1066
4,238
246,9
11,1338
142,372
1164,2537
10,1322
1,657
326,0
834,6688
26,324
49,685
97,185
60,43
173,260
1425,33
2,108
73,1
7,5377
25,2194
16,3351
234,20
257,203
58,2674
79,140
43,5119
21,3
685,28
1241,7547
120,194
76,533
2,720
16,1384
200,201
6,123
336,505
728,1035
624,1132
158,70
77,14
25,6016
155,637
9,1659
860,586
37,1649
1660,3657
48,634
493,0
256,7342
52,1
1,1477
22,745
596,710
8,423
485,765
132,8
5,262
1513,547
293,27
482,196
839,0
325,906
145,28
449,2137
424,85
1510,1407
156,692
89,335
426,1122
328,3289
282,2970
1,622
310,1552
93,128
328,495
129,371
395,5135
212,1284
931,930
31,13
52,1820
75,1173
149,2438
379,635
7,165
475,957
422,612
345,5264
101,43
447,51
87,8
59,555
232,37
107,7399
91,250
56,2663
167,1
114,57
259,1098
245,1149
5,55
189,299
1404,2
327,93
223,28
195,1015
68,1295
52,916
1,1362
26,410
65,432
49,523
943,58
92,542
553,20
117,125
50,6
5,6074
165,727
260,1473
278,30
1682,0
68,422
1360,7018
70,220
79,38
102,205
49,471
639,62
162,686
120,28
16,823
156,2664
1218,5482
92,66
53,7720
2,886
131,518
2133,87
227,1086
54,61
38,662
792,3926
72,460
257,1978
570,87
155,775
67,51
90,240
124,23
1159,435
80,85
209,375
29,4
285,186
6,1992
8,257
227,151
33,178
19,131
5,444
7,738
268,930
60,476
28,6915
1494,19
27,1617
32,101
54,3678
112,2
317,205
1707,140
297,4953
326,37
296,88
65,269
1160,40
60,0
123,6143
178,3723
82,3104
21,2255
472,6652
168,161
573,1962
9,7734
103,51
663,461
127,2170
847,1
8,1076
740,6518
600,450
19,1428
127,671
21,238
26,1464
1192,149
2,717
558,1626
1932,81
867,1225
25,148
417,194
112,906
239,23
299,162
11,1538
29,853
91,4
54,136
7,2094
21,674
171,125
65,530
67,188
30,304
39,2
385,703
11,3621
26,4278
237,133
304,1108
227,0
268,1202
19,268
759,38
14,17
277,865
44,940
443,601
136,447
198,173
108,43
4,382
212,1837
175,2459
70,122
813,2550
231,13
88,293
201,74
480,159
443,5
503,3213
16,81
2,28
4,1714
1351,1688
11,854
59,66
22,330
19,2795
633,169
31,40
552,321
1,205
3,523
750,579
58,121
44,52
102,7874
138,0
931,453
73,557
435,1170
313,30
1,2092
38,3357
6,11
926,72
176,2070
2071,6979
845,8
199,1834
167,28
3,967
620,4989
232,1701
33,24
112,8011
234,3506
104,147
35,1043
90,458
0,1022
318,250
466,6205
80,315
730,141
89,3
435,43
22,601
43,1322
497,294
25,4204
222,112
8,1618
134,826
383,135
353,336
302,155
113,1804
274,712
107,5401
333,6412
66,678
18,7449
2124,448
152,4059
260,1518
98,375
377,180
70,241
1,414
1820,179
305,0
104,3115
1797,4022
55,101
11,963
527,1419
509,2
36,406
616,2904
896,314
2084,1222
1,90
24,485
367,122
0,13
191,57
2178,2296
161,126
36,1834
1438,3
843,727
218,232
9,3803
32,7956
164,1093
655,61
51,313
97,715
1232,5579
154,1230
1930,1648
2,1662
193,201
13,862
59,3808
19,2185
61,50
50,2297
725,27
47,3
1303,3456
577,28
75,7603
37,138
23,107
1286,3404
101,680
11,688
26,5339
456,321
22,16
151,372
86,1963
14,6856
24,692
102,93
28,784
1022,2
8,2996
264,6227
581,1
731,1980
567,210
74,7529
387,800
1657,27
269,1953
93,585
10,15
155,1066
111,165
55,930
23,1908
250,4735
2,1969
158,456
163,7422
15,65
4,2234
47,848
492,129
95,36
132,50
53,464
74,737
23,312
184,2165
544,1
46,1931
69,554
4,155
170,687
37,5162
1,548
577,361
10,826
74,165
5,1125
634,477
9,1366
46,71
272,128
2,57
221,163
516,419
101,605
163,118
36,200
381,3413
98,513
74,2242
8,1156
7,1786
25,5151
21,94
23,672
44,81
37,1256
115,28
36,2281
16,1437
4,630
6,44
1511,2441
55,7609
639,7890
259,1140
1414,81
839,5533
21,530
556,873
169,595
261,3
194,38
251,40
659,1
18,139
2118,4916
1,1384
370,1545
317,14
506,57
363,336
1,1013
114,2902
188,2097
74,3057
233,1168
293,246
784,651
16,293
71,321
39,3195
571,2969
131,116
1309,907
8,6888
5,5728
25,2166
202,387
90,4533
785,128
1,433
365,838
10,673
139,271
12,23
1061,28
969,76
602,3510
114,4132
32,1324
16,225
454,1559
55,0
94,3646
297,728
94,1173
20,6387
1,125
1111,3057
257,1648
1875,4
81,56
36,4652
337,86
120,418
7,208
62,1285
295,85
221,1089
534,530
43,21
52,237
128,309
11,6783
15,1916
86,4
12,927
109,413
853,5157
8,2278
7,660
51,476
2107,7156
14,208
113,43
39,263
780,6168
43,6561
32,63
76,1628
1413,29
493,800
4,61
29,414
216,187
25,3719
112,2044
104,2308
1,834
201,1518
937,14
141,38
199,7620
634,51
12,2281
249,23
181,3490
48,1537
54,666
1,270
143,2955
10,468
600,268
23,522
9,1096
20,995
162,4981
1308,6243
324,313
1,1994
77,95
24,21
229,100
111,128
39,2003
941,711
1206,125
6,5627
76,360
152,360
78,490
64,1076
451,6152
260,502
30,5765
35,4157
68,619
308,26
38,135
6,1917
313,5197
28,24
14,95
24,2823
201,628
99,149
333,6056
95,5913
34,7448
11,1348
836,3205
13,174
472,432
326,1763
117,2238
6,1465
45,605
10,1248
40,99
33,3310
597,2205
46,40
69,137
16,11
2,82
7,7142
437,2909
27,653
1904,1
103,158
244,2372
6,517
31,82
1,155
47,1096
118,1512
72,16
21,57
1898,453
2217,2573
7,122
300,0
413,831
2,662
885,555
46,1155
602,2279
1,5034
27,1225
9,402
11,1641
0,4786
184,6179
114,200
100,395
63,1
33,86
133,3595
0,2477
42,268
5,152
143,14
189,476
982,27
16,1918
1281,6244
274,58
96,784
894,1426
817,2564
15,241
1191,66
511,678
5,7724
65,2948
109,135
644,150
586,1669
39,557
957,42
19,7321
664,1142
131,27
253,702
202,108
4,3726
301,360
55,4769
75,1299
257,962
6,2963
26,1
78,7220
83,193
95,5446
1012,194
91,3122
509,88
450,4731
6,880
45,150
42,1240
21,1833
10,206
312,490
0,1788
206,2614
21,462
323,42
9,287
484,127
26,4498
1159,0
721,28
387,1686
43,40
6,444
4,2169
271,40
381,2222
389,7548
8,336
868,84
1442,135
123,247
393,154
199,314
19,48
238,164
40,705
5,13
141,1661
16,7182
285,4453
890,462
702,7349
11,3845
251,152
18,27
179,468
560,3345
700,562
1377,3545
61,8
78,6504
181,5976
141,1
2,3733
23,61
25,7673
855,1472
16,437
129,1610
207,177
1293,150
87,1503
36,15
0,4112
25,4675
79,24
372,22
153,158
49,29
4,4815
305,107
291,40
1690,367
415,139
823,30
112,2494
244,511
998,32
950,6515
50,528
2017,8
2,1411
168,2983
20,968
716,1117
74,4713
543,28
24,58
10,117
229,79
33,316
268,1725
17,2748
30,387
325,1442
133,43
854,30
123,0
86,116
25,4432
33,1912
146,57
863,324
706,1
113,187
2024,2009
1171,38
108,506
145,128
954,3266
27,100
20,1243
91,1405
458,40
956,831
22,953
325,3760
561,1149
1,754
3,28
0,2815
68,2306
7,1256
427,2028
5,1067
814,167
16,32
92,347
41,1011
124,868
2004,4633
140,961
23,3580
41,3432
193,1061
391,208
31,121
75,1081
1,190
17,7707
780,128
123,3349
139,8
149,5815
9,2008
159,362
32,1047
180,635
27,1260
11,163
251,550
4,3512
54,3051
195,47
90,5443
3,916
259,1086
5,7283
10,2040
33,73
109,350
886,702
